	finished	start_time	finish_time	comment	ID	mode	cont_url	line_url	out_url
33	FALSE	 	 	 	2925786831	line2	./Data/real_data/16-B-2925786831/cont.dat	./Data/real_data/16-B-2925786831/CIV.dat	./Data/real_data/16-B-2925786831/
34	TRUE	 	 	 	2925835393	line1	./Data/real_data/17-B-2925835393/cont.dat	./Data/real_data/17-B-2925835393/MGII.dat	./Data/real_data/17-B-2925835393/
35	TRUE	 	 	 	2925835393	line2	./Data/real_data/17-B-2925835393/cont.dat	./Data/real_data/17-B-2925835393/CIV.dat	./Data/real_data/17-B-2925835393/
36	TRUE	 	 	 	2925857917	line1	./Data/real_data/18-B-2925857917/cont.dat	./Data/real_data/18-B-2925857917/MGII.dat	./Data/real_data/18-B-2925857917/
37	TRUE	 	 	 	2925857917	line2	./Data/real_data/18-B-2925857917/cont.dat	./Data/real_data/18-B-2925857917/CIV.dat	./Data/real_data/18-B-2925857917/
38	FALSE	 	 	 	2925858108	line1	./Data/real_data/19-A-2925858108/cont.dat	./Data/real_data/19-A-2925858108/Hbeta.dat	./Data/real_data/19-A-2925858108/
39	TRUE	 	 	 	2925858108	line2	./Data/real_data/19-A-2925858108/cont.dat	./Data/real_data/19-A-2925858108/MGII.dat	./Data/real_data/19-A-2925858108/
40	TRUE	 	 	 	2937741147	line1	./Data/real_data/20-B-2937741147/cont.dat	./Data/real_data/20-B-2937741147/MGII.dat	./Data/real_data/20-B-2937741147/
41	TRUE	 	 	 	2937741147	line2	./Data/real_data/20-B-2937741147/cont.dat	./Data/real_data/20-B-2937741147/CIV.dat	./Data/real_data/20-B-2937741147/
42	TRUE	 	 	 	2937810288	line1	./Data/real_data/21-B-2937810288/cont.dat	./Data/real_data/21-B-2937810288/MGII.dat	./Data/real_data/21-B-2937810288/
43	TRUE	 	 	 	2937810288	line2	./Data/real_data/21-B-2937810288/cont.dat	./Data/real_data/21-B-2937810288/CIV.dat	./Data/real_data/21-B-2937810288/
44	TRUE	 	 	 	2937856748	line1	./Data/real_data/22-B-2937856748/cont.dat	./Data/real_data/22-B-2937856748/MGII.dat	./Data/real_data/22-B-2937856748/
45	TRUE	 	 	 	2937856748	line2	./Data/real_data/22-B-2937856748/cont.dat	./Data/real_data/22-B-2937856748/CIV.dat	./Data/real_data/22-B-2937856748/
46	TRUE	 	 	 	2937895789	line1	./Data/real_data/23-B-2937895789/cont.dat	./Data/real_data/23-B-2937895789/MGII.dat	./Data/real_data/23-B-2937895789/
47	TRUE	 	 	 	2937895789	line2	./Data/real_data/23-B-2937895789/cont.dat	./Data/real_data/23-B-2937895789/CIV.dat	./Data/real_data/23-B-2937895789/
48	TRUE	 	 	 	2937961955	line1	./Data/real_data/24-B-2937961955/cont.dat	./Data/real_data/24-B-2937961955/MGII.dat	./Data/real_data/24-B-2937961955/
49	TRUE	 	 	 	2937961955	line2	./Data/real_data/24-B-2937961955/cont.dat	./Data/real_data/24-B-2937961955/CIV.dat	./Data/real_data/24-B-2937961955/
50	TRUE	 	 	 	2938049569	line1	./Data/real_data/25-B-2938049569/cont.dat	./Data/real_data/25-B-2938049569/MGII.dat	./Data/real_data/25-B-2938049569/
51	FALSE	 	 	 	2938049569	line2	./Data/real_data/25-B-2938049569/cont.dat	./Data/real_data/25-B-2938049569/CIV.dat	./Data/real_data/25-B-2938049569/
52	TRUE	 	 	 	2938055829	line1	./Data/real_data/26-B-2938055829/cont.dat	./Data/real_data/26-B-2938055829/MGII.dat	./Data/real_data/26-B-2938055829/
53	TRUE	 	 	 	2938055829	line2	./Data/real_data/26-B-2938055829/cont.dat	./Data/real_data/26-B-2938055829/CIV.dat	./Data/real_data/26-B-2938055829/
54	FALSE	 	 	 	2938228331	line1	./Data/real_data/27-B-2938228331/cont.dat	./Data/real_data/27-B-2938228331/MGII.dat	./Data/real_data/27-B-2938228331/
55	FALSE	 	 	 	2938228331	line2	./Data/real_data/27-B-2938228331/cont.dat	./Data/real_data/27-B-2938228331/CIV.dat	./Data/real_data/27-B-2938228331/
56	TRUE	 	 	 	2938254204	line1	./Data/real_data/28-B-2938254204/cont.dat	./Data/real_data/28-B-2938254204/MGII.dat	./Data/real_data/28-B-2938254204/
57	FALSE	 	 	 	2938254204	line2	./Data/real_data/28-B-2938254204/cont.dat	./Data/real_data/28-B-2938254204/CIV.dat	./Data/real_data/28-B-2938254204/
58	TRUE	 	 	 	2938258860	line1	./Data/real_data/29-B-2938258860/cont.dat	./Data/real_data/29-B-2938258860/MGII.dat	./Data/real_data/29-B-2938258860/
59	FALSE	 	 	 	2938258860	line2	./Data/real_data/29-B-2938258860/cont.dat	./Data/real_data/29-B-2938258860/CIV.dat	./Data/real_data/29-B-2938258860/
60	FALSE	 	 	 	2938268664	line1	./Data/real_data/30-B-2938268664/cont.dat	./Data/real_data/30-B-2938268664/MGII.dat	./Data/real_data/30-B-2938268664/
61	FALSE	 	 	 	2938268664	line2	./Data/real_data/30-B-2938268664/cont.dat	./Data/real_data/30-B-2938268664/CIV.dat	./Data/real_data/30-B-2938268664/
62	TRUE	 	 	 	2938398472	line1	./Data/real_data/31-B-2938398472/cont.dat	./Data/real_data/31-B-2938398472/MGII.dat	./Data/real_data/31-B-2938398472/
63	FALSE	 	 	 	2938398472	line2	./Data/real_data/31-B-2938398472/cont.dat	./Data/real_data/31-B-2938398472/CIV.dat	./Data/real_data/31-B-2938398472/
64	TRUE	 	 	 	2938497808	line1	./Data/real_data/32-B-2938497808/cont.dat	./Data/real_data/32-B-2938497808/MGII.dat	./Data/real_data/32-B-2938497808/
65	FALSE	 	 	 	2938497808	line2	./Data/real_data/32-B-2938497808/cont.dat	./Data/real_data/32-B-2938497808/CIV.dat	./Data/real_data/32-B-2938497808/
66	TRUE	 	 	 	2938498296	line1	./Data/real_data/33-B-2938498296/cont.dat	./Data/real_data/33-B-2938498296/MGII.dat	./Data/real_data/33-B-2938498296/
67	FALSE	 	 	 	2938498296	line2	./Data/real_data/33-B-2938498296/cont.dat	./Data/real_data/33-B-2938498296/CIV.dat	./Data/real_data/33-B-2938498296/
68	TRUE	 	 	 	2938638637	line1	./Data/real_data/34-B-2938638637/cont.dat	./Data/real_data/34-B-2938638637/MGII.dat	./Data/real_data/34-B-2938638637/
69	FALSE	 	 	 	2938638637	line2	./Data/real_data/34-B-2938638637/cont.dat	./Data/real_data/34-B-2938638637/CIV.dat	./Data/real_data/34-B-2938638637/
70	TRUE	 	 	 	2938666749	line1	./Data/real_data/35-B-2938666749/cont.dat	./Data/real_data/35-B-2938666749/MGII.dat	./Data/real_data/35-B-2938666749/
71	FALSE	 	 	 	2938666749	line2	./Data/real_data/35-B-2938666749/cont.dat	./Data/real_data/35-B-2938666749/CIV.dat	./Data/real_data/35-B-2938666749/
72	TRUE	 	 	 	2938756405	line1	./Data/real_data/36-B-2938756405/cont.dat	./Data/real_data/36-B-2938756405/MGII.dat	./Data/real_data/36-B-2938756405/
73	TRUE	 	 	 	2938756405	line2	./Data/real_data/36-B-2938756405/cont.dat	./Data/real_data/36-B-2938756405/CIV.dat	./Data/real_data/36-B-2938756405/
74	TRUE	 	 	 	2938870373	line1	./Data/real_data/37-B-2938870373/cont.dat	./Data/real_data/37-B-2938870373/MGII.dat	./Data/real_data/37-B-2938870373/
75	TRUE	 	 	 	2938870373	line2	./Data/real_data/37-B-2938870373/cont.dat	./Data/real_data/37-B-2938870373/CIV.dat	./Data/real_data/37-B-2938870373/
76	FALSE	 	 	 	2938878570	line1	./Data/real_data/38-B-2938878570/cont.dat	./Data/real_data/38-B-2938878570/MGII.dat	./Data/real_data/38-B-2938878570/
77	FALSE	 	 	 	2938878570	line2	./Data/real_data/38-B-2938878570/cont.dat	./Data/real_data/38-B-2938878570/CIV.dat	./Data/real_data/38-B-2938878570/
78	TRUE	 	 	 	2938969598	line1	./Data/real_data/39-B-2938969598/cont.dat	./Data/real_data/39-B-2938969598/MGII.dat	./Data/real_data/39-B-2938969598/
79	FALSE	 	 	 	2938969598	line2	./Data/real_data/39-B-2938969598/cont.dat	./Data/real_data/39-B-2938969598/CIV.dat	./Data/real_data/39-B-2938969598/
80	TRUE	 	 	 	2938985411	line1	./Data/real_data/40-B-2938985411/cont.dat	./Data/real_data/40-B-2938985411/MGII.dat	./Data/real_data/40-B-2938985411/
81	FALSE	 	 	 	2938985411	line2	./Data/real_data/40-B-2938985411/cont.dat	./Data/real_data/40-B-2938985411/CIV.dat	./Data/real_data/40-B-2938985411/
82	TRUE	 	 	 	2939225137	line1	./Data/real_data/41-B-2939225137/cont.dat	./Data/real_data/41-B-2939225137/MGII.dat	./Data/real_data/41-B-2939225137/
83	TRUE	 	 	 	2939225137	line2	./Data/real_data/41-B-2939225137/cont.dat	./Data/real_data/41-B-2939225137/CIV.dat	./Data/real_data/41-B-2939225137/
84	TRUE	 	 	 	2939317867	line1	./Data/real_data/42-B-2939317867/cont.dat	./Data/real_data/42-B-2939317867/MGII.dat	./Data/real_data/42-B-2939317867/
85	TRUE	 	 	 	2939317867	line2	./Data/real_data/42-B-2939317867/cont.dat	./Data/real_data/42-B-2939317867/CIV.dat	./Data/real_data/42-B-2939317867/
86	TRUE	 	 	 	2939348426	line1	./Data/real_data/43-B-2939348426/cont.dat	./Data/real_data/43-B-2939348426/MGII.dat	./Data/real_data/43-B-2939348426/
87	TRUE	 	 	 	2939348426	line2	./Data/real_data/43-B-2939348426/cont.dat	./Data/real_data/43-B-2939348426/CIV.dat	./Data/real_data/43-B-2939348426/
88	TRUE	 	 	 	2939394160	line1	./Data/real_data/44-B-2939394160/cont.dat	./Data/real_data/44-B-2939394160/MGII.dat	./Data/real_data/44-B-2939394160/
89	TRUE	 	 	 	2939394160	line2	./Data/real_data/44-B-2939394160/cont.dat	./Data/real_data/44-B-2939394160/CIV.dat	./Data/real_data/44-B-2939394160/
90	FALSE	 	 	 	2939489514	line1	./Data/real_data/45-B-2939489514/cont.dat	./Data/real_data/45-B-2939489514/MGII.dat	./Data/real_data/45-B-2939489514/
91	TRUE	 	 	 	2939489514	line2	./Data/real_data/45-B-2939489514/cont.dat	./Data/real_data/45-B-2939489514/CIV.dat	./Data/real_data/45-B-2939489514/
92	TRUE	 	 	 	2939520972	line1	./Data/real_data/46-B-2939520972/cont.dat	./Data/real_data/46-B-2939520972/MGII.dat	./Data/real_data/46-B-2939520972/
93	TRUE	 	 	 	2939520972	line2	./Data/real_data/46-B-2939520972/cont.dat	./Data/real_data/46-B-2939520972/CIV.dat	./Data/real_data/46-B-2939520972/
94	FALSE	 	 	 	2939531854	line1	./Data/real_data/47-B-2939531854/cont.dat	./Data/real_data/47-B-2939531854/MGII.dat	./Data/real_data/47-B-2939531854/
95	FALSE	 	 	 	2939531854	line2	./Data/real_data/47-B-2939531854/cont.dat	./Data/real_data/47-B-2939531854/CIV.dat	./Data/real_data/47-B-2939531854/
96	TRUE	 	 	 	2939622630	line1	./Data/real_data/48-B-2939622630/cont.dat	./Data/real_data/48-B-2939622630/MGII.dat	./Data/real_data/48-B-2939622630/
97	TRUE	 	 	 	2939622630	line2	./Data/real_data/48-B-2939622630/cont.dat	./Data/real_data/48-B-2939622630/CIV.dat	./Data/real_data/48-B-2939622630/
98	FALSE	 	 	 	2939627477	line1	./Data/real_data/49-B-2939627477/cont.dat	./Data/real_data/49-B-2939627477/MGII.dat	./Data/real_data/49-B-2939627477/
99	TRUE	 	 	 	2939627477	line2	./Data/real_data/49-B-2939627477/cont.dat	./Data/real_data/49-B-2939627477/CIV.dat	./Data/real_data/49-B-2939627477/
100	FALSE	 	 	 	2939630161	line1	./Data/real_data/50-B-2939630161/cont.dat	./Data/real_data/50-B-2939630161/MGII.dat	./Data/real_data/50-B-2939630161/
101	FALSE	 	 	 	2939630161	line2	./Data/real_data/50-B-2939630161/cont.dat	./Data/real_data/50-B-2939630161/CIV.dat	./Data/real_data/50-B-2939630161/
102	FALSE	 	 	 	2939649603	line1	./Data/real_data/51-B-2939649603/cont.dat	./Data/real_data/51-B-2939649603/MGII.dat	./Data/real_data/51-B-2939649603/
103	FALSE	 	 	 	2939649603	line2	./Data/real_data/51-B-2939649603/cont.dat	./Data/real_data/51-B-2939649603/CIV.dat	./Data/real_data/51-B-2939649603/
104	FALSE	 	 	 	2939652807	line1	./Data/real_data/52-B-2939652807/cont.dat	./Data/real_data/52-B-2939652807/MGII.dat	./Data/real_data/52-B-2939652807/
105	FALSE	 	 	 	2939652807	line2	./Data/real_data/52-B-2939652807/cont.dat	./Data/real_data/52-B-2939652807/CIV.dat	./Data/real_data/52-B-2939652807/
106	FALSE	 	 	 	2939694336	line1	./Data/real_data/53-B-2939694336/cont.dat	./Data/real_data/53-B-2939694336/MGII.dat	./Data/real_data/53-B-2939694336/
107	FALSE	 	 	 	2939694336	line2	./Data/real_data/53-B-2939694336/cont.dat	./Data/real_data/53-B-2939694336/CIV.dat	./Data/real_data/53-B-2939694336/
108	TRUE	 	 	 	2939771369	line1	./Data/real_data/54-B-2939771369/cont.dat	./Data/real_data/54-B-2939771369/MGII.dat	./Data/real_data/54-B-2939771369/
109	FALSE	 	 	 	2939771369	line2	./Data/real_data/54-B-2939771369/cont.dat	./Data/real_data/54-B-2939771369/CIV.dat	./Data/real_data/54-B-2939771369/
110	FALSE	 	 	 	2939776918	line1	./Data/real_data/55-B-2939776918/cont.dat	./Data/real_data/55-B-2939776918/MGII.dat	./Data/real_data/55-B-2939776918/
111	FALSE	 	 	 	2939776918	line2	./Data/real_data/55-B-2939776918/cont.dat	./Data/real_data/55-B-2939776918/CIV.dat	./Data/real_data/55-B-2939776918/
112	TRUE	 	 	 	2939791816	line1	./Data/real_data/56-B-2939791816/cont.dat	./Data/real_data/56-B-2939791816/MGII.dat	./Data/real_data/56-B-2939791816/
113	TRUE	 	 	 	2939791816	line2	./Data/real_data/56-B-2939791816/cont.dat	./Data/real_data/56-B-2939791816/CIV.dat	./Data/real_data/56-B-2939791816/
114	TRUE	 	 	 	2940060892	line1	./Data/real_data/57-B-2940060892/cont.dat	./Data/real_data/57-B-2940060892/MGII.dat	./Data/real_data/57-B-2940060892/
115	TRUE	 	 	 	2940060892	line2	./Data/real_data/57-B-2940060892/cont.dat	./Data/real_data/57-B-2940060892/CIV.dat	./Data/real_data/57-B-2940060892/
116	FALSE	 	 	 	2940088831	line1	./Data/real_data/58-B-2940088831/cont.dat	./Data/real_data/58-B-2940088831/MGII.dat	./Data/real_data/58-B-2940088831/
117	TRUE	 	 	 	2940088831	line2	./Data/real_data/58-B-2940088831/cont.dat	./Data/real_data/58-B-2940088831/CIV.dat	./Data/real_data/58-B-2940088831/
118	TRUE	 	 	 	2940097386	line1	./Data/real_data/59-B-2940097386/cont.dat	./Data/real_data/59-B-2940097386/MGII.dat	./Data/real_data/59-B-2940097386/
119	FALSE	 	 	 	2940097386	line2	./Data/real_data/59-B-2940097386/cont.dat	./Data/real_data/59-B-2940097386/CIV.dat	./Data/real_data/59-B-2940097386/
120	TRUE	 	 	 	2940140085	line1	./Data/real_data/60-B-2940140085/cont.dat	./Data/real_data/60-B-2940140085/MGII.dat	./Data/real_data/60-B-2940140085/
121	FALSE	 	 	 	2940140085	line2	./Data/real_data/60-B-2940140085/cont.dat	./Data/real_data/60-B-2940140085/CIV.dat	./Data/real_data/60-B-2940140085/
122	TRUE	 	 	 	2940147277	line1	./Data/real_data/61-B-2940147277/cont.dat	./Data/real_data/61-B-2940147277/MGII.dat	./Data/real_data/61-B-2940147277/
123	FALSE	 	 	 	2940147277	line2	./Data/real_data/61-B-2940147277/cont.dat	./Data/real_data/61-B-2940147277/CIV.dat	./Data/real_data/61-B-2940147277/
124	TRUE	 	 	 	2940260013	line1	./Data/real_data/62-B-2940260013/cont.dat	./Data/real_data/62-B-2940260013/MGII.dat	./Data/real_data/62-B-2940260013/
125	TRUE	 	 	 	2940260013	line2	./Data/real_data/62-B-2940260013/cont.dat	./Data/real_data/62-B-2940260013/CIV.dat	./Data/real_data/62-B-2940260013/
126	FALSE	 	 	 	2940327071	line1	./Data/real_data/63-B-2940327071/cont.dat	./Data/real_data/63-B-2940327071/MGII.dat	./Data/real_data/63-B-2940327071/
127	TRUE	 	 	 	2940327071	line2	./Data/real_data/63-B-2940327071/cont.dat	./Data/real_data/63-B-2940327071/CIV.dat	./Data/real_data/63-B-2940327071/
128	FALSE	 	 	 	2940351862	line1	./Data/real_data/64-B-2940351862/cont.dat	./Data/real_data/64-B-2940351862/MGII.dat	./Data/real_data/64-B-2940351862/
129	FALSE	 	 	 	2940351862	line2	./Data/real_data/64-B-2940351862/cont.dat	./Data/real_data/64-B-2940351862/CIV.dat	./Data/real_data/64-B-2940351862/
130	FALSE	 	 	 	2940510474	line1	./Data/real_data/65-B-2940510474/cont.dat	./Data/real_data/65-B-2940510474/MGII.dat	./Data/real_data/65-B-2940510474/
131	FALSE	 	 	 	2940510474	line2	./Data/real_data/65-B-2940510474/cont.dat	./Data/real_data/65-B-2940510474/CIV.dat	./Data/real_data/65-B-2940510474/
132	FALSE	 	 	 	2940557913	line1	./Data/real_data/66-B-2940557913/cont.dat	./Data/real_data/66-B-2940557913/MGII.dat	./Data/real_data/66-B-2940557913/
133	FALSE	 	 	 	2940557913	line2	./Data/real_data/66-B-2940557913/cont.dat	./Data/real_data/66-B-2940557913/CIV.dat	./Data/real_data/66-B-2940557913/
134	FALSE	 	 	 	2940670625	line1	./Data/real_data/67-B-2940670625/cont.dat	./Data/real_data/67-B-2940670625/MGII.dat	./Data/real_data/67-B-2940670625/
135	FALSE	 	 	 	2940670625	line2	./Data/real_data/67-B-2940670625/cont.dat	./Data/real_data/67-B-2940670625/CIV.dat	./Data/real_data/67-B-2940670625/
136	FALSE	 	 	 	2940876978	line1	./Data/real_data/68-B-2940876978/cont.dat	./Data/real_data/68-B-2940876978/MGII.dat	./Data/real_data/68-B-2940876978/
137	FALSE	 	 	 	2940876978	line2	./Data/real_data/68-B-2940876978/cont.dat	./Data/real_data/68-B-2940876978/CIV.dat	./Data/real_data/68-B-2940876978/
138	FALSE	 	 	 	2940901822	line1	./Data/real_data/69-B-2940901822/cont.dat	./Data/real_data/69-B-2940901822/MGII.dat	./Data/real_data/69-B-2940901822/
139	TRUE	 	 	 	2940901822	line2	./Data/real_data/69-B-2940901822/cont.dat	./Data/real_data/69-B-2940901822/CIV.dat	./Data/real_data/69-B-2940901822/
140	FALSE	 	 	 	2940908514	line1	./Data/real_data/70-B-2940908514/cont.dat	./Data/real_data/70-B-2940908514/MGII.dat	./Data/real_data/70-B-2940908514/
141	FALSE	 	 	 	2940908514	line2	./Data/real_data/70-B-2940908514/cont.dat	./Data/real_data/70-B-2940908514/CIV.dat	./Data/real_data/70-B-2940908514/
142	FALSE	 	 	 	2940922093	line1	./Data/real_data/71-B-2940922093/cont.dat	./Data/real_data/71-B-2940922093/MGII.dat	./Data/real_data/71-B-2940922093/
143	FALSE	 	 	 	2940922093	line2	./Data/real_data/71-B-2940922093/cont.dat	./Data/real_data/71-B-2940922093/CIV.dat	./Data/real_data/71-B-2940922093/
144	TRUE	 	 	 	2940963619	line1	./Data/real_data/72-B-2940963619/cont.dat	./Data/real_data/72-B-2940963619/MGII.dat	./Data/real_data/72-B-2940963619/
145	FALSE	 	 	 	2940963619	line2	./Data/real_data/72-B-2940963619/cont.dat	./Data/real_data/72-B-2940963619/CIV.dat	./Data/real_data/72-B-2940963619/
146	TRUE	 	 	 	2970356187	line1	./Data/real_data/73-B-2970356187/cont.dat	./Data/real_data/73-B-2970356187/MGII.dat	./Data/real_data/73-B-2970356187/
147	FALSE	 	 	 	2970356187	line2	./Data/real_data/73-B-2970356187/cont.dat	./Data/real_data/73-B-2970356187/CIV.dat	./Data/real_data/73-B-2970356187/
148	TRUE	 	 	 	2970386160	line1	./Data/real_data/74-B-2970386160/cont.dat	./Data/real_data/74-B-2970386160/MGII.dat	./Data/real_data/74-B-2970386160/
149	TRUE	 	 	 	2970386160	line2	./Data/real_data/74-B-2970386160/cont.dat	./Data/real_data/74-B-2970386160/CIV.dat	./Data/real_data/74-B-2970386160/
150	FALSE	 	 	 	2970400768	line1	./Data/real_data/75-B-2970400768/cont.dat	./Data/real_data/75-B-2970400768/MGII.dat	./Data/real_data/75-B-2970400768/
151	FALSE	 	 	 	2970400768	line2	./Data/real_data/75-B-2970400768/cont.dat	./Data/real_data/75-B-2970400768/CIV.dat	./Data/real_data/75-B-2970400768/
152	FALSE	 	 	 	2970414144	line1	./Data/real_data/76-B-2970414144/cont.dat	./Data/real_data/76-B-2970414144/MGII.dat	./Data/real_data/76-B-2970414144/
153	TRUE	 	 	 	2970414144	line2	./Data/real_data/76-B-2970414144/cont.dat	./Data/real_data/76-B-2970414144/CIV.dat	./Data/real_data/76-B-2970414144/
154	TRUE	 	 	 	2970460831	line1	./Data/real_data/77-B-2970460831/cont.dat	./Data/real_data/77-B-2970460831/MGII.dat	./Data/real_data/77-B-2970460831/
155	TRUE	 	 	 	2970460831	line2	./Data/real_data/77-B-2970460831/cont.dat	./Data/real_data/77-B-2970460831/CIV.dat	./Data/real_data/77-B-2970460831/
156	TRUE	 	 	 	2970569124	line1	./Data/real_data/78-B-2970569124/cont.dat	./Data/real_data/78-B-2970569124/MGII.dat	./Data/real_data/78-B-2970569124/
157	FALSE	 	 	 	2970569124	line2	./Data/real_data/78-B-2970569124/cont.dat	./Data/real_data/78-B-2970569124/CIV.dat	./Data/real_data/78-B-2970569124/
158	FALSE	 	 	 	2970604169	line1	./Data/real_data/79-A-2970604169/cont.dat	./Data/real_data/79-A-2970604169/Hbeta.dat	./Data/real_data/79-A-2970604169/
159	FALSE	 	 	 	2970604169	line2	./Data/real_data/79-A-2970604169/cont.dat	./Data/real_data/79-A-2970604169/MGII.dat	./Data/real_data/79-A-2970604169/
160	TRUE	 	 	 	2970611652	line1	./Data/real_data/80-B-2970611652/cont.dat	./Data/real_data/80-B-2970611652/MGII.dat	./Data/real_data/80-B-2970611652/
